Score,Text
0.312,"""Coworker: 'That happened to a friend of mine once, but with guns instead of babies.' #workplace"""
0.200,""", just saw the Save The Day PSA. Why were you in obvious tears doing it? I'd have thought you'd be your cheerful self."""
0.312,"""Question for all the cheerleaders who ages out!!\nHow to I make my senior year of cheer more memorable"""
0.900,"""I just want to let everyone out there know you are wonderful people! #beyourself #happy #cheerful #late-night #compliment #behappy"""
0.708,"""Very nice show guys! Now I have supported you, I expect you cheering at my on Oct 30th 😉😎👍"""
0.827,"""Woah. That overtime was exhilarating! Out of my seat and the hands on mackinnon wow #WCH2016"""
0.040,"""Agreed.So tired of this nonsense . Soros must be elated."""
0.480,"""Haha I like the optimism cause I'm the same, but it doesn't make this situation any less mind boggling."""
0.360,"""Betelgeuse/Sloth was lively, dedicated and tenacious, Regulus/Greed is humbly content and Ley/Gluttony is starving hungry."""
0.228,"""hey breezy, you wanna give me some of that coffee you posted on your snap?? please"""
0.396,"""Pre-game nerves have settled in 😱 i'l be #cheering from home guys 🔴⚪️🙌🏻🏉 #AFLCatsSwans #ProudlySydney #goswans"""
0.167,"""Only person that could manage to get bright pink lipstick all over my brand new white dress 😩😂"""
0.440,"""Accept the challenges so that you can feel the exhilaration of victory. -George S. Patton"""
0.225,"""Dear everyone at HSSU, stop walking with your phones up so I can smile and wave at you and you can smile and wave back :("""
0.708,"""&amp; 's #Summerof69 show was raw sexuality and pure #mirth ! Thanks for the belly laughs and butt sex japes!"""
0.606,"""its been ages since ive had shawarma my stomach is #rejoicing"""
0.708,"""It's #HobbitDay! \nHobbit's give gifts on their birthdays, so I'm sharing the gift of #glee today! Find something that makes you happy!"""
0.800,"""Girlfriends cooking me dinner again. spag blow it is, not to sure if she need my help 😂😂 #girlfriends #happy"""
0.438,"""It breaks my heart seeing people down or upset.. I will try my best to make them smile or cheer them up 🤗"""
0.880,"""Everyday I wake up, a different player signs a contract extension! Love it!! #future #is #bright #COYS"""
0.458,"""“Set a goal to achieve something that is so big, so exhilarating that it excites you and scares you at the same time.” \n― Bob Proctor"""
0.820,"""Hearing your parent say they're proud of you elicits infinite waves of unconceivable glee."""
0.062,"""an 'Honorable Senator' cheering when a cease fire does not hold! PEOPLE DIE AND YOU CHEER! GENOCIDE SUPPORT NOT GOOD!"""
0.173,"""So much news about Pakistan, Afghanistan, etc. We need more cheery news about Frybread Stands!!! Everyone in media just so grim."""
0.729,"""My friend just messaged me 'ugh I'm so hungry I can't wait for breakfast' #socialmedia #WineWednesday #hilarious #funny #laughing #happy"""
0.188,"""It's so sad! There's always such optimism with a new year. This is...not good."""
0.226,"""All the bright places :("""
0.357,"""Successful people always have two things on their lips #silence nd #smile smile to avoid problems nd silence to avoid the problems too"""
0.271,""".mentions his high school-aged daughters, 'should be a joyous occasion' when they go to college, not bring 'fear,' 'trepidation'"""
0.294,"""Watch this amazing live.ly broadcast by #lively #musically"""
0.160,"""what's the nicest way to tell someone cheerfully whistling outside my apartment door that I will end them should they continue to whistle"""
0.375,"""It's a beautifully sincere balancing act of grief and hilarity."""
0.760,"""Hey There Phil Glutting thank you for following us, it's appreciated :) #smile"""
0.500,"""We're the least known band in the World, but so glad you asked #muchlove"""
0.646,"""the fact everyone is selling their kanye tickets or are buying them for less than $50 is unbelievably hilarious to me"""
0.509,"""yes bro it's actually breezy"""
0.542,"""Forgot to bring extra boxers to the Y so Im currently commando at Starbucks. This is exhilarating. I feel more liberated than Angelina Jolie"""
0.771,"""Thank you disney themed episode for letting me discover how amazing the are! #hilarious"""
0.660,"""one thing I can say is that you kept me smiling"""
0.271,"""Never make a #decision when you're #angry and never make a #promise when you're . #wisewords"""
0.438,"""The LORD your God is in your midst—a warrior bringing victory. He will create calm with his love; he will rejoice over you with singing."""
0.500,"""Bahahahaha Dean looks hilarious and damn I got fat"""
0.780,"""Awesome. My 9 yr old grandson runs cross country. No Simon Whitfield but still a lot of fun cheering him on."""
0.292,"""I'm at the point in my life that I'm playing Christmas music in my room because i need winter and joyful times rn"""
0.189,"""all chuck seasons, she had that one bright spot with dan, where she was allowed to be smart and kind //and// fashionable"""
0.654,"""It is so exhilarating taking on the challenge of demonstrating + explaining WHY #JamesJoyce's #Ulysses is so endearing &amp; wonderful!"""
0.771,"""I would like to congratulate the people of Saudi Arabia a happy and a joyous national day. May you all have a great time! #اليوم_الوطني"""
0.521,"""Gotta hit up breezy every day to make sure he's breaking in my boots. First class friend right there"""
0.075,"""Sometimes I watch shitty tv to reinforce never giving up cuz if something is that fucking awful on tv, I still stand a chance."""
0.396,"""'passenger in car next to u cheerfully asks for a cigarette and then directions'"""
0.250,"""- now getting banned but will still lurk in corners and underneath the bed and sofa, much to Eyepatch's delight. Why is she -"""
0.241,"""everyone hates twice, and i kinda did too but they got bops i'm bumping rn to cheer up"""
0.688,"""Treat joy and laughter as a form of worship and spiritual warfare! #live #victory #worship"""
0.767,"""i made a squirrel friend today! i gave him the core of the plum i was eating. he seemed very happy."""
0.540,"""her fingers slide along your thighs, caressing the skin before she's leaning down, down, down and the first lick is teasing n playful."""
0.480,"""I've got some new pens to break in. Name an animated series and I'll draw you in that style 🖍"""
0.660,"""#survivor is back! #SurvivorMillennialsVsGenX so happy to see you"""
0.500,"""But uncle buck is on tho . #UncleBuck #hilarious"""
0.688,"""lmaoo. It will be a joyful day."""
0.542,"""the Lord turn his face toward you and give you peace. Numbers 6:26 #truth #trust #promise #calm #justice #great #mighty #protected #delight"""
0.400,"""i started glee from the beginning n i'm crying they were such babies i love my children"""
0.354,"""This is not me brown nosing but I've listened to lots of housing ministers but #nhf16 impressed me more than any #optimism"""
0.135,"""Turns out 'it' wasn't even anything to be concerned about at all. Im happy and a bit frustrated it took so long to get this answer."""
0.780,"""YES! I am rejoicing"""
0.375,"""just rejoice if you get paid for it."""
0.500,"""Watch this amazing live.ly broadcast by .mae #musically"""
0.771,"""Well stock finished &amp; listed, living room moved around, new editing done &amp; fitted in a visit to the in-laws. #productivityatitsfinest #happy"""
0.654,"""I am always ready to #smile."""
0.396,"""lol! no mention of pak PM or even his speech on any international news channel and pakis are rejoicing as if the world stands with them"""
0.500,"""Charlotte and a friend just climbed to the top of a windmill! Think the view was easy, breezy, beautiful?"""
0.060,"""Seriously I'm sick and grumpy and the only thing that's gonna cheer me up is ordering my xmas food, when's it going up? 😢"""
0.875,"""I love parody accounts! Well done. Vote for #Trump. #lol #hilarious"""
0.680,"""Yo this 3 v 3 overtime in hockey got me sweaty damn this ish exhilarating"""
0.312,"""Remember when Joe and Quinn had a thing on glee"""
0.360,"""The point of living, and being an optimist, is to be foolish enough to believe the best is yet to come' - Peter Ustinov #optimism #quote"""
0.229,"""The #house no longer echoes with our #laughter. We light up our #memories of the #home and sit in the cold, #waiting. #amwriting #nostalgia"""
0.200,"""To tell the truth and make someone cry is better than to tell a lie and make someone smile. #truth #lie #cry #smile #offalonehugots"""
0.833,"""#blackish always has me #rollin #hilarious"""
0.780,"""Thank you for the most fantastic evening, it was a brilliant show, you are a truly #sparkling talent, night over too quickly."""
0.821,"""Electro Set was pure enjoyment &amp; exhilarating, captivating, &amp; Poetic, Raw, exciting ..,"""
0.320,"""wouldn't that basically be sparkling water"""
0.625,"""you're welcome. It's genuinely made me give my head a wobble and realise what's important in life. #smiling"""
0.479,"""Come and join in with #cakeclubhour tomorrow afternoon from 3pm! #bizhour #chirp"""
0.208,"""dilemma, blaiming everything on the Bushes, but acting gleeful over their endorsement. #Election2016 #Trump"""
0.360,"""Laudrup and his evil white companions rejoice."""
0.270,""". U seem 2 b more happy abt the dvlpt Nything dat fails for Modi make u elated even cost of de country?"""
0.760,"""The best part of this day, Jesus, is to snuggle up in your embrace...to rest in your arms and know you love me...💙❤ #sweetEmbrace"""
0.042,"""I'm tired of everybody telling me to chill out and everythings ok. no the fuck its not. I'm tired of faking a a fucking smile"""
0.062,"""Attempts by Western degenerates 2 imply that DPRK stoops to levity will be met by devastating nuclear retaliation."""
0.604,"""Each day is what you make of it! #goals #challenges #business #goals #success #photographer #photography #ThursdayThoughts"""
0.375,"""Let go of the need to need. And find your own joyous path through the richness that extends in every direction."""
0.921,"""Could not be happier!! #happy"""
0.161,"""As a photographer this portrait shooting mode on the iPhone 7 Plus is going to frustrate me ~75% of the time but delight ~25% of the time."""
0.212,"""— make him feel vigorous. 'Fine. You can kill me now.' Said Hestia with a display of only despair rather than her joyful —"""
0.500,"""Give rise to eternal home aico things immolation: succeed in mother country exhilaration: AKt"""
0.654,"""The current run of superman continues to be a delight! You can feel the love poured into it by everone on the creative team #superman"""
0.292,"""Maybe the entire Russian team will test positive for meldonium and the North Americans will get to replace them #optimism"""
0.560,"""Watch this amazing live.ly broadcast by #lively #musically"""
0.769,"""wanna always be the reason behind her happiness and i'll always keep her smiling no matter what happens♒💜."""
0.480,"""Watch this amazing live.ly broadcast by #lively #musically"""
0.212,"""Check out this #film Robocoq 301 #shortfilms"""
0.708,"""thanks for distracting me from my paper to watch this hilarious video 😂"""
0.646,"""Skiving #Freshers2016 for a me day! #nails #sunbeds and #gym 😉💜👑 #priorities #student #studentnurse #pampered"""
0.417,"""Class is canceled due to a funeral. Not sure if it's appropriate to be happy or sad.. #happy"""
0.320,"""I see things in the clouds that others can't see so I can"""
0.815,"""hahahaha you're ridiculous!!! But thank you a joyous evening xx"""
0.872,"""wonderful experience watching you yesterday at. thankyou for the #laughter"""
0.396,"""Riggs dumb ass hell lolol #LethalWeapon"""
0.062,"""I don't fuck with people who don't smile back at me in corridors"""
0.208,"""Hey , would be nice to have “click to pause” or “pause when window inactive” on animated GIFs for macOS Messages app"""
0.417,"""Root canal therapy has had a bad reputation in the past... but new technology has allowed more comfortable procedures! #dental"""
0.340,"""Your attitude toward your struggles is equally as important as your actions to work through them."""
0.458,"""this is why I think his pre prepped debate answers have the potential for hilarity"""
0.396,"""snapchat new would beg to differ #optimism"""
0.440,"""#WaltzWithBashir was incredible, tho I think it's more of an #animated film than #documentary about #Lebanon war"""
0.863,"""Morning all! Of course it is sunny on this Monday morning to cheerfully welcome us back to work.:)"""
0.729,"""I'm still laughing 'Bitch took my pillow' line #glee #kurt"""
0.667,"""Love this! Laughing while crying works too! #katherinemansfield #failure #laughter #dealingwithfailure"""
0.460,"""still bright ✨"""
0.365,"""You dont have to feel grateful to be grateful, for it is written ' all things work together for good' for those who love God."""
0.460,"""Seriously. Digging those eyebrows. #animated"""
0.660,"""if you ain't watching Sugarboy on Hulu, then you ain't shit. #hilarious hahaha"""
0.833,"""Thank you for the balloons today. #smile #goodday #48"""
0.897,"""i just spent $40 on big little sis tomorrow and i am beyond happy about it #SAW #mirth #mums"""
0.660,"""It's finally raining in Ashland, Oregon. We've been parched all summer &amp; fall. The plants &amp; people are rejoicing!"""
0.640,"""Job interview tomorrow 😎 #bright side"""
0.100,"""Studying the phases of oscillation. How jovial. 😐🔫"""
0.562,"""Thank you for the balloons today. #goodday #48"""
0.667,"""Watch this amazing live.ly broadcast by #musically"""
0.519,"""wrinkling up. 'Well now, looks here like your name starts with the letter G, eh?' The man smiled up and gave a hearty +"""
0.833,"""Good morning joyful people. Choose happiness to have a great day today #morning #joyful #happiness #grandmercurejktkemayoran"""
0.104,"""With a jovial Trump on his ass, Don King just publicly told a crowd that 'We need [him] because you will always be a nigger.' #FuckTrump"""
0.879,"""You are beyond wonderful. Your singing prowess is phenomenal but damn... I'm just elated to watch you act again. #ThisIsUs 珞"""
0.312,"""Coworker: 'That happened to a friend of mine once, but with guns instead of babies.' #workplace #hilarity"""
0.700,"""Nawaz Sharif is getting more funnier than day by day. #laughter #challenge #kashmir #baloch"""
0.340,"""Mind if I tag along?' She asked cheerfully, sweeping a lock of hair behind her ear. 'I want to see if you've really got •"""
0.452,"""Watch this amazing live.ly broadcast by #musically"""
0.700,"""We are elated to have , Sid Espinosa and , ready to inspire innovative students!!"""
0.333,"""He's jubilant to hear the word that he probably uses in secret heard out loud."""
0.460,"""me taking a picture by myself: *awkward smile*\nme on picture day: *awkward smile*\nconclusion: stop smiling ;'(\n #pictureday2016 #ornot"""
0.560,"""There's a specific joyous 20 song title engiybhekayo, yasezayoni. Need it for le mood"""
0.875,"""Lucina, that's fantastic! When you feel cheery, we ALL feel cheery!"""
0.560,"""I'm Black, 43. I read books, p/u my kids from school....'My prayer is that u wl lv a long, fulfilling, joyous, peaceful, GOD-pleasing life!"""
0.577,"""I really wish I could attend the show at RCMH. I'm there in spirit, cheering you and the dudes on! :)"""
0.792,"""Happy Birthday #cheerchick #jeep #jeepgirl #IDriveAJeep #jeepjeep #Cheer"""
0.417,"""This Red Sox team is the equivalent of Tiger Woods in his heyday: no mercy."""
0.840,"""Gud morning sir,,keep smiling!"""
0.280,"""342:147 And waxen in their mirth, and neeze, and swear\nA merrier hour was never wasted there.--\n#AMNDBots"""
0.720,"""i'm elated, thank you for your help! can i apply to be verified?"""
0.208,"""My ukulele bag has fallen apart. 😐 WELLL AT LEAST my life hasn't yet!! #optimism"""
0.646,"""OH yeah; I never showed you that part of the session did I? I'll plop them into Discord. Pure hilarity."""
0.538,"""Watch this amazing live.ly broadcast by #lively #musically"""
0.580,"""Not untill today has anyone ever said to me they remember what I had on over 7 years ago when they met me n liked me since #cutealert #happy"""
0.385,"""Had a coworker look at her phone and say, cheerfully, 'oh look, Kap's getting death threats now.' 🙄. Then she goes to say the 49ers are"""
0.395,"""agreed. Memphis looks lively also"""
0.216,"""I mean, is she supposed to seem joyous when she's talking Rodrigo Duterte, ISIS, the American economy, etc.? Think about what you're saying."""
0.560,"""I'm sure he'll do just fine. He can always change to #beer or #cheer squad"""
0.980,"""OMG NOL i love u so so much i love ur cheery face and hugs 😘😘😘"""
0.375,"""Tip 5: Don't worry about pleasing everyone. #TitanWisdom"""
0.583,"""you could leap to your feet dramatically, plant one foot on the seat of your chair, and let out that jaunty tune!"""
0.646,"""something about opening mail is just...very pleasing"""
0.833,"""Fun pizza night last night with the crew. What a gorgeous bunch of newbies ❤️ #lively #exciting 💪🏼"""
0.396,"""that happens...u will be ok tomorrow cheer it up..Don't give up no no no😝😝😝"""
0.333,"""Imagine how sad LA fans are gona be when they get eliminated...Man that's gonna be Nirvana, a religious experience rejoicing in their misery"""
0.333,"""Final night shift coming up. I won't miss it but I will miss my work pals and the hysterical laughter that gets us through the night"""
0.646,"""you're welcome! #wordgeek \nAlso, good to put a face to the twitter feed, even if it was only a cheery hello! 😀"""
0.760,"""as always it was indeed a wonderful experience flying with you guys today #bestinbusiness #happyme"""
0.922,"""#BridgetJonesBaby is the best thing I've seen in ages! So funny, I've missed Bridget! #love #TeamMark"""
0.896,"""it gets better. without explanation; you just wake up one morning and you’re just happy, totally and utterly elated."""
0.519,"""annual reminder that i don't care and will cheerfully eat anything so labeled"""
0.657,"""#dhoni bcoz of is calmness nd match winning finishers nd a proud #miltirian #dad#husband nd wonderful humanbeing nd his #smile"""
0.792,"""no wonder Kelvin and Chris are smiling! 😍"""
0.521,"""How cool would it be if animated the scene"""
0.250,"""Any possibly KG is being bought out as a player so that he can buy in from Glen as a minority owner?"""
0.833,"""THANK YOU FOR MY OBAMA CUT OUT!!!!!! I am elated that he's back home😍"""
0.667,"""Look forward to the detours because they bring delightful surprises. #lifequote"""
0.417,"""Decide to stop being afraid. To just stop. What are you now free to do?\n\n#brave #free #honest #healthy #happy #life #living #optimism #love"""
0.312,"""Accept the challenges so that you can feel the exhilaration of victory. George S. Patton\n#quote #motivation #entrepreneur"""
0.083,"""Please stop your merriment. It is very annoying"""
0.521,"""Gemma Simmons is the bright spot of the premiere so far. #AgentsofSHIELD"""
0.660,"""I'm due for a big change! I've prayed on it, I think I deserve it #positivity #optimism"""
0.521,"""Trust me dear, if you want to make anything invisible, hang a wet paint on it, and hilarity will ensue."""
0.440,"""Just like there is a right way to pray, there is a right way to give - not grudgingly or of necessity, but cheerfully. #woficc"""
0.812,"""Heather that was #hilarious! #AnthonyWeiner #15gets20 #NYC"""
0.000,"""Some vile piece of scum rejoicing in the fact that you have dead children is inhuman and to say it to me is worse still. I hope karma knocks"""
0.860,"""happy birthday to the most beautiful cheerful sister ever, llnp 💕❣🎉"""
0.500,"""It's all about #redwine and #glee"""
0.708,"""it's great to see Matilda so happy in her new chair it will provide her with access to lots of new experiences. #smiling"""
0.458,"""it looks cool and animated well for pixel art !"""
0.333,"""you may be right, but since year the bad events begin with B, I'm privately hoping we've got at least C-Z to go 1st #optimism"""
0.792,"""Indian time it's already ur birthday . Have a stupendous birthday. Wish you more success, laughter and lots of love. Hugs. x"""
0.560,"""Did u laugh today? Laugh hard? I hope so..we NEED laughter now. #smile #love"""
0.840,"""well done ladies! A great award for an amazing team. A delight to present the award to you."""
0.220,"""Congress attended by midterm liveliness differently constraints: qmiv"""
0.560,"""semores: let's get this. #mirth #SAW #keepthetradition 💜💛⚛🏵🍇🍋🌼🐤🐥👚😈😈👾🧀"""
0.600,"""I love looking at my old statuses on Facebook. The one I have from four years ago on this day was about #glee. I had so many opinions..."""
0.812,"""as always it was indeed a wonderful experience flying with you guys today #bestinbusiness #delight #happyme"""
0.354,"""A lifetime of laughter at the expense of the death of a bachelor"""
0.750,"""North America vs Sweden is the most exhilarating hockey I've ever watched 😅 wow , mackinonns mitts are silky #TeamNA #WCH2016"""
0.420,"""i'm doing laundry and watching that 70's show with a bunch of strangers. #birthday #to #me"""
0.312,"""I brought sparkling cider...*holds it up* I know it's not much"""
0.479,"""great minds think alike."""
0.398,"""Moment of levity n Charlotte dude on rollerblades goes skating through protesters. Better if he was wearing short shorts &amp; blowing a whistle"""
0.300,"""Yes Mourinho, you really should stop speaking about refs! And try cheering up a bit."""
0.500,"""Class is canceled due to a funeral. Not sure if it's appropriate to be happy or sad.."""
0.646,"""Yup. And Val basically ignoring the recipe. I'm just done. I keep bursting into laughter x"""
0.893,"""Good morning.Let's start with a smile!\nLet's enjoy life in a cheerful way!\nDon't worry be happy!"""
0.240,"""&lt;she really said in response to what she perceived as a forced jovial tone. With that, she slid out of the jeep and onto&gt;"""
0.613,"""In ever use to like smiling until I realized how good my teeth look ... Witout the braces"""
0.260,"""I'm spry, though"""
0.611,"""Another happy customer. #secreteyes"""
0.729,"""Charlie attempted to suffocate me with a cushion for cheering so much at the great news 😂😂"""
0.600,"""It's better to be wetter than it is dry' - certainly found that hilarious #GBBO"""
0.625,"""#NHLNYCSWEEPSTAKES having fun watching team North America and cheering team Canada!"""
0.819,"""Like I said ➡ there's plenty of cheddar in the cheese to go around! For everyone. ☺"""
0.625,"""yeah! :) playing well #optimism"""
0.500,"""He's flushed upon hearing the feeling is reciprocated. He's elated to shove himself right into his arms and hug him tightly.+"""
0.220,"""jasperino - buoyant - Session.Six"""
0.660,"""Zeph 3:17 'The Lord...is in your midst, a mighty one who will save; He will rejoice over you with gladness; He will quiet you by his love'"""
0.583,"""Vincent looking super lively boy... Hattrick perhaps lol"""
0.500,"""Sharpened a pencil today, haven't sharpened once since 1999. ✏️ #exhilarating"""
0.583,"""Peter is aesthetically pleasing to look at"""
0.292,"""You have to find a way to top yourself."""
0.500,"""Accept the challenges so that you can feel the exhilaration of victory.' - George S. Patton"""
0.292,"""so what you mean to tell me is that.... glee is...... getting less........... gleeful?"""
0.688,"""it's great to see Matilda so happy in her new chair it will provide her with access to lots of new experiences."""
0.220,"""$SRPT Why would Etep patients &amp; Mom's advocate for a drug if it did not work? Anyone listen to the Etep MD's @ Adcomm.. all were elated."""
0.438,"""Banger sit in 2013 reason why we great doings him alias for why we rejoice in he.: kzfqR"""
0.396,"""My boss likes to stand in my office &amp; smile at me like a shark: maliciously gleeful, and ask me how am I as if I have a secret to tell her."""
0.562,"""Knowing how to cook is invaluable, what's even better is that even in a 400 sq ft place, I have wide and hearty homestyle egg noodles."""
0.542,"""yapyap! once upon a time, I was an avid fanfiction patron during my K-Pop heyday."""
0.396,"""“The essential Saltes of Animals may be\nArkham’s large outfit from any effects he\nI rejoice that you continue in ye"""
0.600,"""it's ok champ you'll make it I'm cheering you on from a far"""
0.407,"""The point of living, and being an optimist, is to be foolish enough to believe the best is yet to come' - Peter Ustinov #quote"""
0.646,"""He showed us a really lively performance, with a lot of different emotions, not just sticking to one. And that's freaking awesome."""
0.468,"""best segment so far by hilarity"""
0.542,"""you got this💙 #staystrong #yourebeautiful"""
0.375,"""her; i want a playful relationship\nme; *kicks her off the couch*"""
0.680,"""Be content .... Life is too short. #smiling"""
0.260,"""I can be your wolf if you want. Hihi~ #breezy"""
0.440,"""Check out this #film Robocoq 301 #animated #shortfilms"""
0.519,"""It's not that the man did not know how to juggle, he just didn't have the balls to do it. \n#funny #pun #punny #lol #hilarious"""
0.312,"""I wish there were unlimited glee episodes:( so I could watch them forever. #gleegoodbye"""
0.438,"""wow! that looks bright"""
0.279,"""Doesn't it just suck when you're so real to someone and try to exhilarate every ounce out of them to only see that they're not down"""
0.840,"""Oh FANTASTIC, I bet it was super exhilarating 🤗😍"""
0.580,"""jstor's lingua obscura articles are always such a delight"""
0.688,"""\n\n'Whoo, welcome~!' He greeted cheerfully."""
0.479,"""We're the least known band in the World, but so glad you asked #muchlove #hilarious"""
0.380,"""cheer up"""
0.479,"""Watch this amazing live.ly broadcast by #lively #musically"""
0.375,"""every time a new Anthony Weiner revelation breaks, Bill Clinton says a prayer of thanks that texting/DMing didn't exist in his heyday."""
0.375,"""#Talking about our #Problems is our greatest #Addiction\n\n#Break the #habit\n\nTalk about ur #Joys\n\n#quote #optimism #problemsolving #behappy"""
0.360,"""•Days!'\nHe was itching for a fight..itching for the exhilaration of battle, of almost getting defeated, the adrenaline"""
0.583,"""It's meant to be!!"""
0.327,"""backed pats -2.5 10/11 just before #pleasing"""
0.417,"""PM nawaz sharif adressed in uno produced mirth among kashmires well done pak wel done nawaz .we want demilterization"""
0.440,"""yup I feel dirty cheering"""
0.208,"""I wanna go to blithe and read w the goats :(("""
0.462,"""“The Lord thy God in the midst of thee is mighty; he will save, he will rejoice over thee with joy...”\nZephaniah 3:17"""
0.558,"""Watch this amazing live.ly broadcast by #musically"""
0.780,"""Watching in #Spy she's one of Favorite actresses! Last night I was watching her #theboss #hilarious I just want to meet her"""
0.885,"""Could not be happier!!"""
0.360,"""something about English sparkling wine would be good. Or farmhouse cider. Or Italian cocktails. Thanks."""
0.440,"""and I think some of our most spiritually weighty experiences came, counterintuitively and recognized in hindsight, in levity and daily grace"""
