Score,Text
0.146,"""Pfft- Yeye, i'm a sucker for bright yellow, red, pink, and blues when it comes to coloring or backgrounds haaa"""
0.667,"""sav tells our mom 'I love you' and she responds 'Oh.' #sad"""
0.542,"""man imagine # Ultra is promoting carnival. I think u need to be the chairperson #serious. Cause am hearing nothing"""
0.562,"""I mourn the creativity lost."""
0.667,"""Don King...his actions really sadden me today...the word 'may not' have the same power to all as it once did, I still cringe when i hear it"""
0.396,"""You can't be serious. This man practices no religion. Only in church campaignin"""
0.729,"""do we think the swallows and swifts have gone? Photo'd 3 nights ago, not seen since. #sad #Autumn"""
0.792,"""I don't get that my parents literally don't see how unhappy I been lately"""
0.208,"""I'm just a sucker for pine, I wanna rake you up, I wanna pile you down, I'm just a sucker for pine #FallSongs"""
0.500,"""whenever I hear concert postponed I think of dismal ticket sales green day ?"""
0.542,"""why? Do you have depression?"""
0.485,"""he sure as hell helped me with my depression and still does"""
0.583,"""I have this one so I'm not so sad.. but wtf"""
0.333,"""This took a melancholy turn but my point is that for all the difficulties I'm still happy. Happy that I get to be who I am."""
0.396,"""Nothing else could possibly put a damper on my day other than doing X-rays on someone with kickinnnnn ass breath 😿"""
0.574,"""The thing is, it's either I be unproductive and unhappy, or deal with some videos that do badly."""
0.667,"""even if it looks like we are okay, the reality of that is were actually very worn out and forlorn"""
0.625,"""Thank you 4 giving me a free coffee for bringing my reusable cup to the airport because it was 1st time you saw one. But #depressing"""
0.604,"""Having a nail half hanging off is absolutely fucking grim, even with my acrylic holding it on 😷😷"""
0.354,"""I told pine I didn't want it so I didn't have to have it"""
0.646,"""#RIPKara i could have seen her at a local mall or any school football games. im disheartened"""
0.312,"""New job training= too much meat eating! Oh well. Also- got approved to drive for Lyft! Just need a car... #day35 #sober"""
0.875,"""don't leave me #sad"""
0.292,"""Lauren Jauregui makes all my problem dissapear it amazes my sadness. She keeps me strong"""
0.604,"""The voice is all about Miley and Alicia this year. No longer about the contestants. #sad"""
0.708,"""Too many are on their 'yeah, the thing going on with cops shooting innocent people is sad - but just not in my backyard, so..' #blm"""
0.438,"""Positive thoughts on these gloom cloudy days"""
0.375,"""you are on an endless journey of figuring yourself out; don't be discouraged when you don't know who you are yet."""
0.479,"""The word happiness would lose its meaning if it were not balanced by sadness."""
0.562,"""come on let's make em hate 😘make em pout they face 👿😩."""
0.426,"""Turning then, the older woman looked at Sybil with a most somber expression. \n\n“She ran away from me. But I cannot blame her.”"""
0.854,"""Im so unhappy"""
0.688,"""Texans and Astros both shut out tonight. Houston, we're back to normal. #texans #Astros #sadness #losers"""
0.729,"""cum and despair"""
0.312,"""I may be #alwayshungry but I haven't sunk that low yet!!"""
0.500,"""don't think he did, and he didn't have the rucksack or laptop in his possession, murky business, on that note I'm away to bed"""
0.438,"""$FOGO max pessimism here and no bottom (yet). Has a solid PE ratio for a restaurant. Let's catch it at 8 level or 10 level if it comes."""
0.458,"""It serves a gloomy higher than the wolves of the village"""
0.604,"""oh I see. I've seen so many people mourn the loss that I was surprised to see your tweet. I suppose same old here in SA"""
0.667,"""All I want to do is watch some netflix but I am stuck here in class. #depressing"""
0.396,"""It hasn't sunk in that I'm meeting the twins"""
0.646,"""If Angelina Jolie can't keep a man no one can. Today we mourn because Love is dead"""
0.805,"""Rooney = whipping boy. #mufc #sad"""
0.583,"""First a coat. Now a pair of sunglasses. Next it'll be a limb. #lost"""
0.750,"""Time for some despair #SDR3 #despair #fuckthisanime"""
0.729,"""will brawndo cure my depression? #Idiocracytoday"""
0.562,"""I can't have alcohol on it, sadly, but it only flares up under very specific circumstances so I just need to be more careful"""
0.208,"""I don't think Luca understands how serious I am about Fall....he has no idea what's in store for him 😂😂"""
0.729,"""I'm allowed to sulk"""
0.688,"""And I won't even get started with Hillary and her fancy fundraisers! #depressing"""
0.345,"""And the dreadful Franglaise."""
0.458,"""340:892 All with weary task fordone.\nNow the wasted brands do glow,\nWhilst the scritch-owl, scritching loud,\n#AMNDBots"""
0.417,"""the ending of how I met your mother is dreadful"""
0.396,"""On the wheel as we grow older and become aware of ourselves as individuals with a dull responsibility in life?"""
0.562,"""yeah friends of minw have witnesse accidents and a road near me like??? cars hav like sunk?? but ih gosh be safe okay !!"""
0.625,"""I couldn't get on with it either. Bits started drooping that shouldn't droop. GP said mooncup alone to blame."""
0.396,"""Interview preparation, I hate talking about myself, one dull subject matter! #yawnoff"""
0.283,"""I know, right? I had a tinge of the same thought. Glad it's Six from BSG, though. Happy the show stayed consistent after break."""
0.688,"""From My head to think it was better but obviously it's not #relapse #sadness #sickness #madness #misunderstanding"""
0.396,"""something, too confused to type an entire word 😜 See, I can laugh again. My hour of sadness has almost passed"""
0.479,"""This is an on-going affliction for me and the only cure is more Shiro"""
0.354,"""I so wish you could someday come to Spain with the play, I can't believe I'm not going to see it"""
0.208,"""Winner #Champion #school #lastyear #gouniversity #university #me #dark #Black #webstagram #blackandwhite"""
0.396,"""Those were the times, I thought I can never be sober. But still His grace are beyond my limits 🙏🏾"""
0.417,"""The animals, the animals\nTrap trap trap till the cage is full\nThe cage is full, stay awake\nIn the dark, count mistakes"""
0.750,"""A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-#murder #suicide #depression #racism #pride"""
0.417,"""Like keep grinding boy your life can change in one year, and even when it's dark out the sun is shining somewhere...'"""
0.667,"""quite simply the #worst #airline #worstairline I've ever used! #shocking #appauling #dire #dismal #beyondajoke #useless"""
0.500,"""Y'all tune into Snapchat for Beans funereal"""
0.708,"""Nasty nasty chilly rain has put a damper on my afternoon cigar. This is NOT a good thing. And FOUR #CongressCritters tomorrow?"""
0.417,"""Sometimes people leave you halfway through the wood. Do not let it grieve you, no one leaves for good. #youarenotalone #nooneisalone"""
0.250,"""For #serious #intermediaries all required info about #project or #Owner will be mailed."""
0.132,"""Great to have you as our tournament chair and award was #serious"""
0.833,"""yeah I'm sure it will, it's just so depressing having to talk to my parents over the phone instead of talking to them downstairs"""
0.542,"""It's so gloomy outside. I wish it was as cold as it looked"""
0.542,"""sadly, that idiot completely overlooks the facts . He had a gun pointed at police. Are they that stupid?That should be ignored"""
0.562,"""Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual."""
0.271,"""I added Paul Walker on Xbox but he just spends all of his time on the dashboard. #dark #humor #funny"""
0.440,"""On bedrest since I got out of the hospital. U find in unopened beer.. what do I do. Pour that shit out! No alcohol at all for me #sober"""
0.604,"""conflicting reports on mama #RitaMarley health,mannn and i woke up today feeling like mi ole self(rejoice!!)now dis #sadness"""
0.333,"""bts' 화양연화 trilogy MV is my all time fav🙌 quite gloomy but beautiful as well✨"""
0.354,"""lol senior year we would get early dismal for work study ,he was her boss and you know what happened next 🙃"""
0.762,"""I know smh. My heart sunk into my stomach."""
0.292,"""Oh and I play it capo 2nd fret in a G position RS"""
0.271,"""lmao! I can only imagine the frown across that face of yours. #Hilarity"""
0.354,"""But is it your fault you worked hard and stayed the course until eventually it all paid off, no! so let it be known and count up!"""
0.333,"""My heart because you left me for so long again\n\n*slight pout but it turned to a smile*\n\nheheh just kidding, no I'm fine-"""
0.479,"""1Pet 4:7 But the end of all things is at hand: be ye therefore #sober, and #watch unto prayer"""
0.354,"""I'm not the type to flee from adversity nor does it discourage me. I'll always stand strong in the paint"""
0.438,"""So I tried to give her time to sober up, while waiting at the our friend's house. 2 hours later, gal wake up out her nap to vomit again."""
0.479,"""so you mean “like Uber but for despair for someone other than the driver'"""
0.562,"""Where has your 50% grapefruit squash gone,not been able to get for weeks #unhappy"""
0.333,"""because a kitchen sink to you is not a kitchen sink to me, okay friend?"""
0.479,"""- frustration, looking up at Elphaba in a frown of aggravation. Her high pitched voice was growing more and more --"""
0.771,"""- worst possible decision I could have made when arriving in the UK. Shocking service. Poor coverage. #unhappy"""
0.438,"""Well, there's no need to sulk. You can always request a song, you know."""
0.312,"""Welcome to the dark honey !"""
0.188,"""Rockin to Bob Dylan singin' Bob Dylan's 115th Dream on LPCO Klassic Rock #classicrock #klassicrock #rocknroll #blues #onlineradio"""
0.292,"""we sound like vampires saying we wanna sink our teeth into the TT lads and their talents 😂😂😂😂😂😂"""
0.562,"""People too weak to follow their own dreams will always find a way to discourage yours."""
0.417,"""The depth that you've sunk to. You're readership deserves more."""
0.625,"""Rooney ! Oh dear, oh dear ! Fucking dreadful 🙈⚽️⚽️"""
0.854,"""life is hard., its harder if ur stupid #life #love #sadderness #moreofsad #howdoestears #whatislife"""
0.625,"""When you have 15 doe run the opposite side of you 🙁"""
0.167,"""Nice to see Balotelli back to his best, good player.. Just lost his way a bit!"""
0.229,"""I can't mourn Kid Cudi cause we have Travis Scott..."""
0.521,"""Gundlach calling for rounding top, doom and gloom, 15% down move"""
0.271,"""That house on #GrandDesigns isn't in a forest it's in a wibbly wobbly pine plantation"""
0.625,"""I believe the work I do is meaningful; my clients would agree but at the end of the day, I feel like a pawn, lost in this chaotic world."""
0.604,"""People are trying too hard to hate on Cam Newton without understanding his position #sad"""
0.458,"""What do you do?'\n'You are not worthy enough to know.' #what #serious"""
0.625,"""I did the dishes yesterday, fell asleep, woke up to the sink full and I didn't even eat dinner but I have to do the dishes."""
0.655,"""I'm throwing myself straight into American Horror Story so I don't have time to grieve"""
0.292,"""ya boy gets mad tired of pine trees"""
0.375,"""Contactless affliction kart are the needs must regarding the psychological moment!: xbeUJGB"""
0.542,"""Absolutely can not believe the generosity pouring out for us, but Id give everything I have for Nick to be healthy and happy. #lost"""
0.875,"""My heads still in Ibiza but my body is sat at me desk at work #depressing"""
0.729,"""\nLikewise #death #cutting #despair"""
0.688,"""grim really"""
0.646,"""Nooooooooooooooooooooo. We have stupid, dismal, lame winters where we maybe get some dangerous ice once."""
0.542,"""i got his bitch depress"""
0.871,"""Really planned on making videos this week. Then. A tv died, phone broke, truck died, #depression took over. I'm wondering what I did 2 karma"""
0.542,"""Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable. Sydney J. Harris"""
0.458,"""\n'Well it can go one of two ways. You either get over it and accept it, because it's not going to change, or you mope about --"""
0.479,"""My son 11 has 128 friends on Facebook and yet is moping around the house complaining he has no one to talk to. I'm right here son"""
0.188,"""A tummy full of steak, wine, key lime pine and cuddles on tap. What a way to turn around a stressful Wednesday 💛"""
0.188,"""Free live music in DC tonight! #blues with #MoonshineSociety at in the Loft starting at 10:30pm"""
0.500,"""porkistan lost terribly in 65 because of american intervation to talk we stopped"""
0.458,"""Between Barroso going to Goldman and this the is getting a very serious self inflicted problem"""
0.274,""".is not a fan of The Beat Happening. But that's not to discourage aspiring other Olympia musicians! #KUOWrecord"""
0.854,"""im having the worst week ever and i cant even go home yet to just sulk in my bed"""
0.271,"""Folk Band 'Thistle Down' will be replaced by 'The Paul Edwards Quartet' at Laurel Bank Park Sat 24 11am - 3pm due to ill health #jazz"""
0.312,"""Italy another round lets not drop our play and take it to them with a big result out there guys #blues"""
0.375,"""#Drunk people annoy me when I'm #sober lol. | #fact #TeamFollowBack #RockTheReTweet"""
0.604,"""we never taste happiness in perfection, our most fortunate successes are mixed with sadness. #success #sadness #perfection #fortunate #mixed"""
0.604,"""Whenever I'm feeling sad I will listen to monsta x and hug my teddy bear and I always feel better"""
0.708,"""Another grim &amp; compelling news report by on the blockade of aid to the starving in #Yemen #BBC #dosomethingpoliticans"""
0.390,"""A litany of name-calling. How dull."""
0.340,"""this cured my depression"""
0.146,"""even when we're fighting I'm laughing. I probably have serious ingrained issues😂🤗"""
0.354,"""We all seen it coming.. it's sad. But her Instagram comments on her pics are funny. Adapts fans blew it up 😂😂😂"""
0.312,"""When I was new, I hate the Judge Judy sponsorship style- but looking back it was the only thing that worked. #recovery #sober #cantconacon"""
0.375,"""This is the first time I've been sober on my birthday in 6 years. #recovery #sobriety #sober #soberissexy #sobernative"""
0.250,"""All clouded out.\n\n Considering using a camera, 1) star trails 2) eyepiece projection."""
0.375,"""Hey - how do I find my play history on new #ios10 #appleMusic #music #lost"""
0.196,"""#HRmanagement must discourage the expediency factor from encroaching on the rolling out of a credible #workplaceviolenceprevention policy."""
0.562,"""Absolutely hate the Apple Watch iOS 10 update. Completely buggered some of my apps, including Spark. Awful interface, too. #grim"""
0.354,"""maybe he had constipation issues..? Not that I KNOW dates relieve such an affliction! No way jose!"""
0.146,"""Never dull moment here"""
0.500,"""At my funeral, when they close the casket, I want them to play, 'Call recording has completed.'' -#lost #podcasting #talkshoe"""
0.445,""". The problem is the time it has taken to do this means its going to be out of date already. #sadly"""
0.833,"""Jesus, you just made think that of all the Vols v fl games I've seen. I've never seen a win. #depression"""
0.479,"""#CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later #protest #PoliceShootings #suggestions"""
0.333,"""Cmon blues we are 2 home games away from another CC semi - I love those Wembley away days. Being on anyone at home please! ⚽"""
0.375,"""I was only joking. I don't have any parents. 😈 #dark"""
0.438,"""Could you ask your Chafford Hundred store to turn on their car park lights? A bit scary these dark nights! Thanks."""
0.771,"""Never ever been this unhappy before in my life lmao"""
0.354,"""At least I don't have a guy trying to discourage me anymore in what I want to do he will never become anything worth contributing to society"""
0.625,"""I wouldn't mind if it didn't you know, threaten my job when I disagree. Puts a damper on things."""
0.688,"""Doesn't explain the ability to land at Manchester but not Bradford - other than more convenient for Flybe. Many unhappy travelers"""
0.771,"""Very thought provoking &amp; leads one to question what really happened.Very sad for all."""
0.458,"""My house isnt always a mess but when it is, its when i have friends coming #mess #serious #twitter #problem #like #friends #filthy #home"""
0.271,"""it doesn't chip and it doesn't get dull. Nails gone be looking perfect the whole time, except they gone be grown out 😂"""
0.792,"""I miss when social media was a place to get laughs off and jump in DMs lol..... shit is depressing now 😞"""
0.854,"""My encouragement today is my dog while my head is in a fog. #epicfail #depression #feelingfedup #tired #ihaveheardeverything #wondering"""
0.479,"""there's something to note in the fact that the mask manufacturer produced her smiling and him frowning."""
0.333,"""No sober weekend 🙂🙂🙂"""
0.458,"""Yet again another night I should've stayed in😊"""
0.479,"""November #canola lost $5.50 to $464.20 per tonne."""
0.229,"""second artist announcement looking good #bluesfest2017 #Music #byronbay"""
0.771,"""though lately with how bad my depression has been i feel like my body is like just, taking what little it can get"""
0.729,"""now im all alone and my joy's turned to moping"""
0.839,"""I hate when it's gloomy outside because it always gets me in a depressing mood"""
0.604,"""So unbelievably discouraged with music as of late. Incredibly behind on Completing my album. Not digging this at all."""
0.312,"""they were brilliant weren't they? Made me feel v dull not having one. And why no tattoo emoji! This'll have to do... ⚓️ x"""
0.229,"""don't get discouraged! it's early on &amp; it can get overwhelming. keep reading &amp; use cue cards 😊 it'll get better!!"""
0.625,"""No, I am probably the person most likely to completely understand how gobsmacked you were to learn how true that is. #sadly"""
0.250,"""The labor of love is not cheap or inexpensive, it's the time spent earning it. #lackadaisical #dreamer"""
0.417,"""How's the new #BatmanTelltaleSeries? Looks good but I'm growing weary of this #gaming style... #Batman"""
0.854,"""the sad moment when u hand in an exam knowing u failed and grieve by eating and sleeping"""
0.417,"""i lost my wallet lol.... again...."""
0.571,"""it's fucking dreadful for live footy matches"""
0.542,"""maybe it'd have been different if I stayed for sixth form? But still, the oppressive architecture, uninteresting people"""
0.292,"""my first time in Slough so checked out the new station floor #LifeOnTheRoad"""
0.438,"""Wonderful post! Novelists shouldn't be discouraged by rejection, but they usually are because their work is so personal."""
0.688,"""It's sad when your man leaves work a little bit late and your worst fear is 'Oh no!! Did he get stopped by the police?!?! ' #sad #ourworld"""
0.458,"""Might go on tomorrow to hopefully win a new car. My current one stinks of gone off milk. #grim"""
0.298,"""Dont dull #Dutty_Wednesday"""
0.396,"""i like cold gloomy weather"""
0.583,"""My friends tell me I'm pretty. Trigger tells my I'm ugly. I first was confused but then realised I'm both. Pretty ugly. #tru #tumblr"""
0.292,"""My name is John Locke and you can't tell me what I can and can't do #lost #アニメ"""
0.792,"""yeah agree - I think it was a family member and they covered up #sad"""
0.708,"""The had a good one but then the reporter quit. #sad"""
0.798,"""If Troyler will die, I'm gonna die with them\n#troyler #sadness #fuckin'lifeisnotafairytale"""
0.375,"""Damn gud #premiere #LethalWeapon...#funny and #serious"""
0.417,"""#vinb I'm alot more interested in hearing bout differences between parties political ideologies. Parties murky origins r irrefutable #vinb"""
0.889,"""Overwhelming sadness. This too shall pass. #lost #lonley #startingover"""
0.828,"""Idk why people be glorifying depression. I wouldn't wish real depression upon my worst enemy. Shits the worst stop acting like it's cool"""
